,x0_a_r,y0_a_r,x0_b_r,y0_b_r
733,-1.2,0.0,1.2,0.0
734,-1.2,0.0,1.2,0.0
735,-1.2,0.0,1.2,0.0
736,-1.2,0.0,1.2,0.0
737,-1.2,0.0,1.2,0.0
738,-1.2,0.0,1.2,0.0
739,-1.2,0.0,1.2,0.0
740,-1.2,0.0,1.2,0.0
741,-1.2,0.0,1.2,0.0
742,-1.2,0.0,1.2,0.0
743,-1.2,0.0,1.2,0.0
744,-1.2,0.0,1.2,0.0
745,-1.2,0.0,1.2,0.0
746,-1.2,0.0,1.2,0.0
747,-1.2,0.0,1.2,0.0
748,-1.2,0.0,1.2,0.0
749,-1.2,0.0,1.2,0.0
750,-1.2,0.0,1.2,0.0
751,-1.2,0.0,1.2,0.0
752,-1.2,0.0,1.2,0.0
753,-1.2,0.0,1.2,0.0
754,-1.2,0.0,1.2,0.0
755,-1.2,0.0,1.2,0.0
756,-1.2,0.0,1.2,0.0
757,-1.2,0.0,1.2,0.0
758,-1.2,0.0,1.2,0.0
759,-1.2,0.0,1.2,0.0
760,-1.2,0.0,1.2,0.0
761,-1.2,0.0,1.2,0.0
762,-1.2,0.0,1.2,0.0
763,-1.2,0.0,1.2,0.0
764,-1.2,0.0,1.2,0.0
765,-1.2,0.0,1.2,0.0
766,-1.2,0.0,1.2,0.0
767,-1.2,0.0,1.2,0.0
768,-1.2,0.0,1.2,0.0
769,-1.2,0.0,1.2,0.0
770,-1.2,0.0,1.2,0.0
771,-1.2,0.0,1.2,0.0
772,-1.2,0.0,1.2,0.0
773,-1.2,0.0,1.2,0.0
774,-1.2,0.0,1.2,0.0
775,-1.2,0.0,1.2,0.0
776,-1.2,0.0,1.2,0.0
777,-1.2,0.0,1.2,0.0
778,-1.2,0.0,1.2,0.0
779,-1.2,0.0,1.2,0.0
780,-1.2,0.0,1.2,0.0
781,-1.2,0.0,1.2,0.0
782,-1.2,0.0,1.2,0.0
783,-1.2,0.0,1.2,0.0
784,-1.2,0.0,1.2,0.0
785,-1.2,0.0,1.2,0.0
786,-1.2,0.0,1.2,0.0
787,-1.2,0.0,1.2,0.0
788,-1.2,0.0,1.2,0.0
789,-1.2,0.0,1.2,0.0
790,-1.2,0.0,1.2,0.0
791,-1.2,0.0,1.2,0.0
792,-1.2,0.0,1.2,0.0
793,-1.2,0.0,1.2,0.0
794,-1.2,0.0,1.2,0.0
795,-1.2,0.0,1.2,0.0
796,-1.2,0.0,1.2,0.0
797,-1.2,0.0,1.2,0.0
798,-1.2,0.0,1.2,0.0
799,-1.2,0.0,1.2,0.0
800,-1.2,0.0,1.2,0.0
801,-1.2,0.0,1.2,0.0
802,-1.2,0.0,1.2,0.0
803,-1.2,0.0,1.2,0.0
804,-1.2,0.0,1.2,0.0
805,-1.2,0.0,1.2,0.0
806,-1.2,0.0,1.2,0.0
807,-1.2,0.0,1.2,0.0
808,-1.2,0.0,1.2,0.0
809,-1.2,0.0,1.2,0.0
810,-1.2,0.0,1.2,0.0
811,-1.2,0.0,1.2,0.0
812,-1.2,0.0,1.2,0.0
813,-1.2,0.0,1.2,0.0
814,-1.2,0.0,1.2,0.0
815,-1.2,0.0,1.2,0.0
816,-1.2,0.0,1.2,0.0
817,-1.2,0.0,1.2,0.0
818,-1.2,0.0,1.2,0.0
819,-1.2,0.0,1.2,0.0
820,-1.2,0.0,1.2,0.0
821,-1.2,0.0,1.2,0.0
822,-1.2,0.0,1.2,0.0
823,-1.2,0.0,1.2,0.0
824,-1.2,0.0,1.2,0.0
825,-1.2,0.0,1.2,0.0
826,-1.2,0.0,1.2,0.0
827,-1.2,0.0,1.2,0.0
828,-1.2,0.0,1.2,0.0
829,-1.2,0.0,1.2,0.0
830,-1.2,0.0,1.2,0.0
831,-1.2,0.0,1.2,0.0
832,-1.2,0.0,1.2,0.0
833,-1.2,0.0,1.2,0.0
834,-1.2,0.0,1.2,0.0
835,-1.2,0.0,1.2,0.0
836,-1.2,0.0,1.2,0.0
837,-1.2,0.0,1.2,0.0
838,-1.2,0.0,1.2,0.0
839,-1.2,0.0,1.2,0.0
840,-1.2,0.0,1.2,0.0
841,-1.2,0.0,1.2,0.0
842,-1.2,0.0,1.2,0.0
843,-1.2,0.0,1.2,0.0
844,-1.2,0.0,1.2,0.0
845,-1.2,0.0,1.2,0.0
846,-1.2,0.0,1.2,0.0
847,-1.2,0.0,1.2,0.0
848,-1.2,0.0,1.2,0.0
849,-1.2,0.0,1.2,0.0
850,-1.2,0.0,1.2,0.0
851,-1.2,0.0,1.2,0.0
852,-1.2,0.0,1.2,0.0
853,-1.2,0.0,1.2,0.0
854,-1.2,0.0,1.2,0.0
855,-1.2,0.0,1.2,0.0
856,-1.2,0.0,1.2,0.0
857,-1.2,0.0,1.2,0.0
858,-1.2,0.0,1.2,0.0
859,-1.2,0.0,1.2,0.0
860,-1.2,0.0,1.2,0.0
861,-1.2,0.0,1.2,0.0
862,-1.2,0.0,1.2,0.0
863,-1.2,0.0,1.2,0.0
864,-1.2,0.0,1.2,0.0
865,-1.2,0.0,1.2,0.0
866,-1.2,0.0,1.2,0.0
867,-1.2,0.0,1.2,0.0
868,-1.2,0.0,1.2,0.0
869,-1.2,0.0,1.2,0.0
870,-1.2,0.0,1.2,0.0
871,-1.2,0.0,1.2,0.0
872,-1.2,0.0,1.2,0.0
873,-1.2,0.0,1.2,0.0
874,-1.2,0.0,1.2,0.0
875,-1.2,0.0,1.2,0.0
876,-1.2,0.0,1.2,0.0
877,-1.2,0.0,1.2,0.0
878,-1.2,0.0,1.2,0.0
879,-1.2,0.0,1.2,0.0
880,-1.2,0.0,1.2,0.0
881,-1.2,0.0,1.2,0.0
882,-1.2,0.0,1.2,0.0
883,-1.2,0.0,1.2,0.0
884,-1.2,0.0,1.2,0.0
885,-1.2,0.0,1.2,0.0
886,-1.2,0.0,1.2,0.0
887,-1.2,0.0,1.2,0.0
888,-1.2,0.0,1.2,0.0
889,-1.2,0.0,1.2,0.0
890,-1.2,0.0,1.2,0.0
891,-1.2,0.0,1.2,0.0
892,-1.2,0.0,1.2,0.0
893,-1.2,0.0,1.2,0.0
894,-1.2,0.0,1.2,0.0
895,-1.2,0.0,1.2,0.0
896,-1.2,0.0,1.2,0.0
897,-1.2,0.0,1.2,0.0
898,-1.2,0.0,1.2,0.0
899,-1.2,0.0,1.2,0.0
900,-1.2,0.0,1.2,0.0
901,-1.2,0.0,1.2,0.0
902,-1.2,0.0,1.2,0.0
903,-1.2,0.0,1.2,0.0
904,-1.2,0.0,1.2,0.0
905,-1.2,0.0,1.2,0.0
906,-1.2,0.0,1.2,0.0
907,-1.2,0.0,1.2,0.0
908,-1.2,0.0,1.2,0.0
909,-1.2,0.0,1.2,0.0
910,-1.2,0.0,1.2,0.0
911,-1.2,0.0,1.2,0.0
912,-1.2,0.0,1.2,0.0
913,-1.2,0.0,1.2,0.0
914,-1.2,0.0,1.2,0.0
915,-1.2,0.0,1.2,0.0
916,-1.2,0.0,1.2,0.0
917,-1.2,0.0,1.2,0.0
918,-1.2,0.0,1.2,0.0
919,-1.2,0.0,1.2,0.0
920,-1.2,0.0,1.2,0.0
921,-1.2,0.0,1.2,0.0
922,-1.2,0.0,1.2,0.0
923,-1.2,0.0,1.2,0.0
924,-1.2,0.0,1.2,0.0
925,-1.2,0.0,1.2,0.0
926,-1.2,0.0,1.2,0.0
927,-1.2,0.0,1.2,0.0
928,-1.2,0.0,1.2,0.0
929,-1.2,0.0,1.2,0.0
930,-1.2,0.0,1.2,0.0
931,-1.2,0.0,1.2,0.0
932,-1.2,0.0,1.2,0.0
933,-1.2,0.0,1.2,0.0
934,-1.2,0.0,1.2,0.0
935,-1.2,0.0,1.2,0.0
936,-1.2,0.0,1.2,0.0
937,-1.2,0.0,1.2,0.0
938,-1.2,0.0,1.2,0.0
939,-1.2,0.0,1.2,0.0
940,-1.2,0.0,1.2,0.0
941,-1.2,0.0,1.2,0.0
942,-1.2,0.0,1.2,0.0
943,-1.2,0.0,1.2,0.0
944,-1.2,0.0,1.2,0.0
945,-1.2,0.0,1.2,0.0
946,-1.2,0.0,1.2,0.0
947,-1.2,0.0,1.2,0.0
948,-1.2,0.0,1.2,0.0
949,-1.2,0.0,1.2,0.0
950,-1.2,0.0,1.2,0.0
951,-1.2,0.0,1.2,0.0
952,-1.2,0.0,1.2,0.0
953,-1.2,0.0,1.2,0.0
954,-1.2,0.0,1.2,0.0
955,-1.2,0.0,1.2,0.0
956,-1.2,0.0,1.2,0.0
957,-1.2,0.0,1.2,0.0
958,-1.2,0.0,1.2,0.0
959,-1.2,0.0,1.2,0.0
960,-1.2,0.0,1.2,0.0
961,-1.2,0.0,1.2,0.0
962,-1.2,0.0,1.2,0.0
963,-1.2,0.0,1.2,0.0
964,-1.2,0.0,1.2,0.0
965,-1.2,0.0,1.2,0.0
966,-1.2,0.0,1.2,0.0
967,-1.2,0.0,1.2,0.0
968,-1.2,0.0,1.2,0.0
969,-1.2,0.0,1.2,0.0
970,-1.2,0.0,1.2,0.0
971,-1.2,0.0,1.2,0.0
972,-1.2,0.0,1.2,0.0
973,-1.2,0.0,1.2,0.0
974,-1.2,0.0,1.2,0.0
975,-1.2,0.0,1.2,0.0
976,-1.2,0.0,1.2,0.0
977,-1.2,0.0,1.2,0.0
978,-1.2,0.0,1.2,0.0
979,-1.2,0.0,1.2,0.0
980,-1.2,0.0,1.2,0.0
981,-1.2,0.0,1.2,0.0
982,-1.2,0.0,1.2,0.0
983,-1.2,0.0,1.2,0.0
984,-1.2,0.0,1.2,0.0
985,-1.2,0.0,1.2,0.0
986,-1.2,0.0,1.2,0.0
987,-1.2,0.0,1.2,0.0
988,-1.2,0.0,1.2,0.0
989,-1.2,0.0,1.2,0.0
990,-1.2,0.0,1.2,0.0
991,-1.2,0.0,1.2,0.0
992,-1.2,0.0,1.2,0.0
993,-1.2,0.0,1.2,0.0
994,-1.2,0.0,1.2,0.0
995,-1.2,0.0,1.2,0.0
996,-1.2,0.0,1.2,0.0
997,-1.2,0.0,1.2,0.0
998,-1.2,0.0,1.2,0.0
999,-1.2,0.0,1.2,0.0
