,x0_a_r,y0_a_r,x0_b_r,y0_b_r
0,-0.747139502162,-0.0536112877419,0.768823784929,0.0577041697886
1,-0.604070884481,-0.00756947614781,0.763812787078,0.044137232673
2,-0.626586915734,0.0519210524866,0.703857711469,0.0872387781732
3,-0.726308280355,0.0730474175962,0.749849917541,0.0137546481028
4,-0.752491011034,0.0816441934746,0.687496753986,-0.0641634376605
5,-0.680448807244,0.0650900531366,0.685020782005,-0.0410217512115
6,-0.758624293813,-0.0135738369075,0.688142783357,0.0697723314165
7,-0.754725415182,0.0590758975266,0.739225012275,0.0383615462366
8,-0.701239022671,0.0938286195095,0.687791983628,0.0389755697392
9,-0.706151360161,-0.0139233741058,0.727365414627,0.0517384140245
10,-0.609183995989,-0.0969806826731,0.656803054466,-0.0653465777247
11,-0.696728106272,0.00326264758222,0.683912585523,-0.00381581752826
12,-0.661921012479,-0.0672419906292,0.736168553094,-0.0250913684261
13,-0.674376288491,0.0269987994518,0.756497754271,-0.0269768628684
14,-0.76702995098,0.00636002006079,0.719290192563,0.0219302352352
15,-0.698511125002,0.0972952534497,0.794794849588,-0.0475159095741
16,-0.661824554832,-0.0644438169221,0.618029573443,0.0637585722165
17,-0.65057689865,-0.0757686247804,0.653526588395,0.0488105699854
18,-0.698963582302,0.0807261649351,0.624863699378,-0.09893742418
19,-0.751016437397,0.0342499064338,0.754961260962,-0.082441864064
20,-0.768658803878,0.00373684953592,0.633192311492,-0.0568602287911
21,-0.771615772102,0.0979472557257,0.605194729228,-0.0565334243245
22,-0.738389641851,-0.0962912596966,0.766297211948,-0.0245874157853
23,-0.701318443682,-0.0707676882053,0.617530037972,-0.0465477438928
24,-0.635577904074,0.0980519050753,0.762642246128,-0.00863203493048
25,-0.750466059703,0.00679718693634,0.640231714783,-0.078114115244
26,-0.728551215453,-0.0536481333347,0.765174904676,0.0173927086003
27,-0.695035412042,0.0783423210916,0.760210980542,0.0230003094951
28,-0.67044215108,0.040190513313,0.765743223969,0.0491101602119
29,-0.696691797112,-0.0434076586343,0.694079300073,-0.0892240991126
30,-0.726653869353,0.0296879601245,0.725901641683,-0.0236454150535
31,-0.61235796516,0.0434088647586,0.742393250192,0.0245581275085
32,-0.72662583194,-0.000585192953524,0.723613005227,-0.0778403221214
33,-0.708059037887,-0.038379571264,0.681736129851,-0.0897412366472
34,-0.798808665707,0.0990079593722,0.774646289123,-0.0325652755249
35,-0.797593208002,-0.0434089017633,0.789289425803,0.0967421158469
36,-0.663025337168,-0.0406774401737,0.78531897373,0.0033335754451
37,-0.638248142874,-0.0963582701436,0.708994959416,0.0480130926873
38,-0.654960206989,0.0871570465865,0.782705081638,-0.0701314081118
39,-0.719654007362,-0.0772232062539,0.743583329114,0.0550154790098
40,-0.764929852816,-0.0444645637505,0.78912106357,-0.0705711698268
41,-0.641351326068,-0.0223722628444,0.625147996437,-0.0700279662557
42,-0.646860724431,0.0355078684479,0.612633140811,-0.0856433745284
43,-0.686411286668,0.0366854031022,0.713999381261,-0.0470144747272
44,-0.685474247152,0.0405722659885,0.759543722094,-0.0695798432518
45,-0.761752748193,0.034407449467,0.650098776101,0.0197352423938
46,-0.782436974868,-0.0408041326839,0.79949008264,-0.00978530937412
47,-0.790942758005,0.0842472742636,0.782446615914,-0.0644509576248
48,-0.789427286598,0.0613752645792,0.797695554024,0.0882084223534
49,-0.697542635018,-0.0184258452716,0.67600865753,0.0556711366207
50,-0.763086039256,0.0556431684801,0.758662965188,-0.0025019357795
51,-0.620223289504,-0.0155068462897,0.692074229294,0.00728290076369
52,-0.687680498525,-0.0106028877362,0.611847999161,-0.0652593682561
53,-0.600509303411,0.0502553158956,0.636394783291,-0.071909001128
54,-0.699651699187,-0.0573027509315,0.674770458794,0.086167238141
55,-0.754373466095,-0.0921220962756,0.610676543805,-0.0840739850953
56,-0.717024692076,-0.0614318780626,0.751550661253,0.0300577299822
57,-0.643466388066,0.0957737121899,0.652436423865,-0.00518832788408
58,-0.665207760814,-0.0977923601579,0.777460018696,0.0851335095852
59,-0.653053104373,-0.0148863158908,0.764427275742,-0.088777463811
60,-0.798732873005,0.0336292680812,0.655825898029,0.0392350562594
61,-0.784369124386,0.0494877690032,0.733266495583,-0.0403366984119
62,-0.625092206777,-0.0459856124926,0.74000302982,0.0496592792765
63,-0.609597795431,0.0425296470566,0.646563297668,0.08846216963
64,-0.669194347049,-0.0787344677721,0.794909613884,0.0046214763211
65,-0.751948792709,-0.0137066128768,0.720707650966,-0.0942722278792
66,-0.710082846913,0.0968083530219,0.776416531823,0.0812893395913
67,-0.644199524509,0.0427142488857,0.774042862043,-0.0920640991377
68,-0.69949425381,-0.0390910089784,0.61022399209,0.0265632682289
69,-0.73714778611,-0.0252013957822,0.605425274097,-0.0269616746018
70,-0.749297130253,-0.0338243059089,0.721789678464,-0.0942291961535
71,-0.688064652057,0.0634937512803,0.619687868403,-0.00143510260632
72,-0.705994648807,-0.0363523333956,0.680120869023,0.00251957844403
73,-0.742624113422,-0.0454669131348,0.799001283128,-0.0523910962919
74,-0.682243409252,-0.0689662465564,0.67469594181,-0.0955295508523
75,-0.69546614535,-0.0498748550481,0.787902126968,-0.0962274103157
76,-0.661092031624,-0.016443058533,0.761569514797,-0.0812615358049
77,-0.606267089354,-0.0536722849374,0.654166257167,0.0580582890365
78,-0.672975777644,0.00570404764808,0.70755521071,0.0880768856333
79,-0.760614014355,0.0819012548357,0.627632773667,-0.0690910101882
80,-0.795566533137,-0.027504121439,0.797772121729,-0.0806392971574
81,-0.731282203986,0.052137111604,0.600279258844,-0.0298317223471
82,-0.656293642636,-0.0517972912633,0.698672887524,0.0543746551452
83,-0.683872152003,0.0455409240007,0.758404888509,-0.0864214647697
84,-0.709750812306,0.0357974766779,0.743537463787,0.098240807462
85,-0.782490560567,0.000523439767908,0.655267700875,-0.0165897929799
86,-0.716713150874,-0.0601322134036,0.657708596675,-0.0298760034019
87,-0.738446286671,-0.0141960746868,0.71103414942,-0.0508320535419
88,-0.772523375729,0.0496076611156,0.779235445791,0.0140046544231
89,-0.65014016839,-0.0806318015281,0.778051270068,-0.00184190426198
90,-0.663604528115,0.0850937048127,0.668794890126,-0.018967069728
91,-0.772461031631,-0.0598176172947,0.682596864115,0.0134334445318
92,-0.668254417392,-0.0794415569913,0.758754024974,0.061288665825
93,-0.632704998144,0.0433660616208,0.647849042652,-0.012174358501
94,-0.73013133903,-0.0882671825589,0.676160609984,0.0135235273955
95,-0.73880606912,0.0867307849769,0.73867449663,-0.0891036849316
96,-0.726654492604,-0.0950424841929,0.753867002893,0.0201665258441
97,-0.702019353279,0.0582183365761,0.721070787749,0.0645158530611
98,-0.689901241358,-0.0067223042828,0.650435716758,-0.024589127446
99,-0.628571476689,0.0224683692678,0.65628331415,-0.0398650707657
100,-0.738634368263,0.0110517406726,0.642190954798,-0.0979803106865
101,-0.650696164959,-0.00645016409666,0.703442826053,0.0745444358484
102,-0.666301667046,0.0960544161134,0.691797292987,0.0977001242668
103,-0.618498524611,0.0998942304178,0.712461011557,-0.0807585384452
104,-0.631289124117,0.0179290534682,0.699268478034,0.0587175061151
105,-0.700402070702,0.00144109048055,0.606876015359,-0.00968397729011
106,-0.75651231269,0.0454795967718,0.607843937546,0.0253787336336
107,-0.723587861364,-0.0762328581786,0.615308440071,0.0233163660881
108,-0.689145967438,0.00396174569705,0.792039504973,-0.0452013276467
109,-0.744101663304,-0.0431235048667,0.687994814665,-0.0662438298691
110,-0.678650917638,0.0271971412124,0.647864618374,-0.0270780392249
111,-0.709467264376,-0.00473871673342,0.717906328304,0.0896770069192
112,-0.609355941603,-0.0767554207399,0.757652795541,0.0404391735054
113,-0.733716881103,0.08914855871,0.718729805767,-0.0757925099466
114,-0.798856708221,0.00223284880507,0.668141738004,0.0497945876053
115,-0.640930834656,-0.0878994960044,0.709440211891,-0.0667909015779
116,-0.605836194856,0.0824962892299,0.650254219353,-0.0206556114412
117,-0.757520695998,-0.0178480176864,0.679315266016,0.0854281044659
118,-0.766583823064,-0.0932662484186,0.625471496426,-0.0615284883509
119,-0.646234130054,0.081910840628,0.616742791297,0.0347248900926
120,-0.75020327274,0.0458979431216,0.660645617504,-0.0955344871448
121,-0.695430340469,-0.0239406712374,0.738863426053,0.0409532979526
122,-0.790334960864,-0.00701396705692,0.793863949589,0.00481606213343
123,-0.600010734619,0.0612467486606,0.731763923211,0.0978817840113
124,-0.782634291329,0.0305498546641,0.770059162685,-0.00518074694458
125,-0.757381900375,0.0843856697228,0.740996621859,-0.0437481163645
126,-0.683077158871,-0.0399179664157,0.763298893761,-0.0890112004758
127,-0.72029861327,0.0350754305213,0.772462058757,-0.0598167173617
