,x0_a_r,y0_a_r,x0_b_r,y0_b_r
0,-0.96171762198,-0.0681131223864,0.960145725818,0.00589030753493
1,-1.05913095787,-0.050941448156,1.08830925957,0.0169007009386
2,-0.979979644528,-0.0105471946617,1.08756013623,0.0768555307348
3,-1.05430430539,0.0461916332527,1.07674165965,0.0193041477002
4,-0.965453861863,0.0659699532076,0.919547675518,0.0626337054504
5,-0.924335858451,-0.0877265238735,0.985162989443,-0.0999187402142
6,-1.00336769212,-0.0531737420694,0.964285774253,-0.00523676025939
7,-1.03472035915,0.04160590812,0.996915106371,-0.0376087527403
8,-1.03491702844,-0.0297145871871,1.08108561517,-0.00307075728593
9,-0.901809869721,0.0640534748739,1.08575614994,-0.0242806858365
10,-1.06497875479,-0.023187320494,1.00360981137,0.00597143352105
11,-1.05036784038,-0.0383498545676,0.979858296927,0.0911186114311
12,-1.0856692146,-0.0644034706432,0.995102904892,0.0268673698765
13,-1.07413214528,-0.0780166814249,0.914503988593,-0.000395106183858
14,-1.00488885191,0.0309223684945,0.942046711012,0.0896502447531
15,-1.08045449654,0.0523618122383,0.947269145137,-0.0646940338219
16,-1.08667911476,0.0147283823461,0.966027699755,-0.0717222954303
17,-0.955686776569,0.00876567148619,1.0488761383,-0.0447770720889
18,-0.915733156928,-0.057013321419,0.964713589082,-0.0195005599953
19,-0.951702811843,0.0879869182189,1.05592060478,0.0708785489014
20,-0.987638930578,0.0845331931388,0.979112820637,0.0354011500707
21,-0.921288773347,-0.0744206368446,1.0238201536,-0.0868408996799
22,-0.995523839968,0.0721080801009,0.919331925301,-0.096901456154
23,-1.09821231107,-0.0876445834634,1.09654123741,0.0498121510423
24,-1.02771675037,0.0431017948726,0.997250562749,0.0579449215381
25,-0.953036691943,-0.00310314702557,0.902604255144,0.0371132275505
26,-0.942219060654,-0.0761904428835,0.954153678859,0.0676955623599
27,-1.04868908356,-0.00756615569928,0.918130140363,-0.0661082689908
28,-1.06540777299,-0.0959505047099,1.03522418541,-0.0963826777801
29,-1.00240905649,-0.056457293178,0.9069346176,0.0998218397771
30,-1.02492162345,0.0167066028659,0.997149116967,2.59867333817e-05
31,-0.931829026546,-0.00495758098155,1.02356592376,0.000362338180564
32,-1.00962912171,-0.0993834933229,0.973626180974,0.0972788098088
33,-0.917802603179,0.0197102916205,1.03800618978,-0.0987497248232
34,-0.997548122281,0.0345174198859,1.08650935611,-0.0829209853428
35,-0.904343103016,0.0787843163196,0.966139793593,-0.00985931358194
36,-0.939914249962,-0.0285810067443,0.924146204724,0.017703232095
37,-0.984300108979,0.0619423134481,0.972227415123,0.0259085181202
38,-0.956680778799,-0.0646620990799,0.975705826963,-0.0414158206171
39,-0.988687779912,-0.0173370968643,1.0083209142,0.0565053594157
40,-0.932000569106,0.037009993813,1.04658412935,0.0993059761615
41,-0.983676457346,-0.0231568285602,0.996538476569,0.0406691134304
42,-0.958603332197,0.0368971259284,0.956666575993,-0.0409206842505
43,-1.07196840206,0.00508978823559,1.02683563625,0.0280934780549
44,-0.926842320989,-0.0962742406855,0.900279583267,-0.0719879688411
45,-1.01752848754,-0.0215710780257,1.09593595429,0.00169962578515
46,-1.09093186598,-0.0765107038083,0.908006050274,-0.00284905026146
47,-0.923270257829,-0.0668664855352,0.935127893118,-0.00889219832108
48,-0.967229971195,-0.0192244425258,1.04583888525,0.0263218030819
49,-0.97053833557,0.0400840048575,0.903767675896,0.0886320038033
50,-1.07587463774,0.0987664318704,1.04424680221,-0.0153629196414
51,-1.07493156064,-0.0854026852088,1.06682232378,-0.00770751131523
52,-0.92307746757,-0.0914746100959,1.04625215721,-0.0121558312327
53,-0.94571319435,0.0994815174666,1.02667388805,0.082779217686
54,-1.09085021915,0.0544845249363,1.05428964059,-0.0980935254832
55,-0.901142296871,0.0948597211443,1.01489866773,0.0103194817731
56,-1.08916232931,0.0629153442373,1.03148227706,-0.0721567729422
57,-1.03169806866,-0.0909200010685,1.0644336881,-0.0541998749673
58,-1.02456730348,-0.0337792559279,0.973623318649,-0.0841905858867
59,-1.04574050408,0.00995383380085,1.08834896655,-0.0741498989527
60,-0.908079774795,-0.083403432488,0.919891253126,-0.0729348614812
61,-0.92513107663,0.0841273212847,0.948256736837,0.0632674318231
62,-1.04419233232,-0.0178098442469,1.02754761149,-0.0365052390918
63,-0.914410722462,-0.023413332294,0.988440323416,0.0310716521232
64,-1.09922781459,-0.0264494405184,1.0302762587,-0.0883080014015
65,-1.0839513138,-0.0693769740108,0.976739291126,-0.0931547478225
66,-1.0849338085,-0.0678175294475,1.01907457398,-0.0354091720533
67,-1.03928790364,-0.0948741064565,1.07429470074,-0.0711453011836
68,-0.976902634243,-0.0980608189677,1.08357752037,-0.0604766227041
69,-1.02640053772,0.0882526525278,0.920258160739,-0.0068922136613
70,-1.02350960798,0.0567189963583,0.951917037094,-0.0694369210935
71,-0.985400358768,0.0264029495448,1.01151857453,0.0868332215529
72,-0.946421357688,-0.0365618041799,0.947921324455,-0.0314699315394
73,-1.00310740101,-0.0726305522082,1.0993137299,0.0246170928059
74,-1.09479637148,-0.0614433869471,0.982244781936,0.0764009693289
75,-0.915301305974,-0.0775383784702,0.995103917202,0.0502636242925
76,-0.919612678778,-0.0252632151838,0.900469573161,0.0247868076649
77,-1.01857151584,-0.0898270056915,0.993176770062,-0.0315441501387
78,-1.04620286342,-0.0636282140382,1.01650307742,-0.0701660614644
79,-0.930247688039,0.061603508066,1.07825731513,-0.068057419593
80,-1.07238765674,-0.0426781176011,0.976541981705,-0.0407029930593
81,-1.03199383348,-0.041281704687,1.00905341194,0.0696219470153
82,-0.90903196976,-0.0417957171138,1.05732265264,-0.0964030733714
83,-1.05858296379,0.0193131775572,1.06474689482,-0.0264855339415
84,-1.03151841256,-0.0292626628401,1.00079153184,0.0191477636521
85,-1.04495040288,0.0175191284297,1.02344373807,-0.0033418850547
86,-0.94042988669,-0.0475847211675,0.968356061822,-0.0671708453972
87,-0.950429575543,-0.0407725295835,1.01461153089,-0.0457092972164
88,-1.00231097121,0.0397790501109,1.07857179983,0.0979586470454
89,-1.09604470928,-0.0895027790248,0.960865955792,0.0376215008457
90,-1.08367313177,-0.0900175155276,1.02542460336,0.0836576736742
91,-0.946287455173,-0.0695678068509,0.960560383554,0.0685983735662
92,-1.0048182311,-0.0175501750823,1.03654570785,-0.0120102999517
